"﻿""Zupid""",sku,ProductName,ProductPrice,CurrencySymbolOfPrice,ValidFromDate,ProductShortDescription,MerchantProductCategory,ZanoxCategoryIds,ImageSmallURL,ImageMediumURL,ProductManufacturerBrand,ZanoxProductLink,DeliveryTime,TermsOfContract,ISBN,ShippingAndHandling,ShippingAndHandlingCost
7383694cc5720a9268c74ebf9df1bc47,0351607075B6100,Mormoreto Toscana IGT Castello di Nipozzano,44.00,EUR,moevenpick,"Undurchlässiges Rubinrot, granatfarbene Reflexe. Tief schwarzbeeriges Bouquet nach Brombeeren und Heidelbeeren, auch Datteln, begleitet von feinen Tabaknoten, Trüffel-Schokolade und etwas Trockenfleisch. Enorm konzentriert und gehaltvoll die dichte Gaumenaromatik, in welcher sich die dunklen Beerenaromen bestätigen, Baumnüsse und Kakaonoten gesellen sich dazu, Espresso-Kaffee, auch balsamische Noten die Tannine sind gut integriert und geben diesem Charakterwein viel Tiefe insgesamt sehr komplex und muskelbepackt, enorm langes Finale.",Rotweine,,http://www.moevenpick-wein.de/images/3516_k.jpg,http://www.moevenpick-wein.de/images/3516.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0351607075B6100]],,,moevenpick,,
06f8630c4db47270d88822a1d12ac5ef,0351607150B1100,Mormoreto Toscana IGT Castello di Nipozzano,92.00,EUR,moevenpick,"Undurchlässiges Rubinrot, granatfarbene Reflexe. Tief schwarzbeeriges Bouquet nach Brombeeren und Heidelbeeren, auch Datteln, begleitet von feinen Tabaknoten, Trüffel-Schokolade und etwas Trockenfleisch. Enorm konzentriert und gehaltvoll die dichte Gaumenaromatik, in welcher sich die dunklen Beerenaromen bestätigen, Baumnüsse und Kakaonoten gesellen sich dazu, Espresso-Kaffee, auch balsamische Noten die Tannine sind gut integriert und geben diesem Charakterwein viel Tiefe insgesamt sehr komplex und muskelbepackt, enorm langes Finale.",Rotweine,,http://www.moevenpick-wein.de/images/3516_k.jpg,http://www.moevenpick-wein.de/images/3516.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0351607150B1100]],,,moevenpick,,
cb6bf935b642b72744e1c726ae17b2cd,0352308075C6100,Pingus Ribera del Duero DO,590.00,EUR,moevenpick,"Bestes Traubengut aus einzigartigen Spitzenlagen und minutiöser Mikrovinifikation zeichnen die Klassiker der Alten, die Ultra-Premiumweine der Neuen Welt und die neu entstandene Kategorie der gesuchten Garagenweine aus.",Rotweine,,',',,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0352308075C6100]],,,moevenpick,,
5b0342a774f8f04e090433c4a9df5364,0353209075C6200,Beaune Les Vignes Franches 1er Cru AOC,36.00,EUR,moevenpick,"Strahlendes Rubin von guter Intensität. Waldhimbeeren und schwarze Kirschen, im schönsten Einklang mit feinen Röstaromen nach gut gebackenem Ruchbrot und subtilen Zimtnoten. Jahrgangstypische, recht opulente Gaumenaromatik mit viel Saftigkeit, wiederum von kleinen Beeren geprägt, dezentes Säurebild viel Eleganz und gleichermassen Kraft ausdrückender Körper feinste Milchschokolade im lange nachklingenden Abgang.",Rotweine,,http://www.moevenpick-wein.de/images/3532_new_k.jpg,http://www.moevenpick-wein.de/images/3532_new.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0353209075C6200]],,,moevenpick,,
e49e073fe805529566ae2530812cff2e,0354409075C6100,Muscat de Rivesaltes AOC Domaine des Chênes,14.00,EUR,moevenpick,"Goldgelbe Farben, bernsteinfarbige Reflexe. Gedörrte Aprikosen, Rosenblüten und Korinthen in der verführerischen Nase, auch eine Spur Zitronenminze. Crèmiger, weich fliessender Auftakt, abgelöst von einer enorm konzentrierten Frucht, wiederum viel getrocknete und kandierte Früchte, Mandarinen und Feigen eine dezente Frischenote rundet das Aroma gekonnt ab.",Süssweine,,http://www.moevenpick-wein.de/images/3544_k.jpg,http://www.moevenpick-wein.de/images/3544.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0354409075C6100]],,,moevenpick,,
199ccab9e47548da43a2d6b87af0e378,0355208075B6000,Castello Luigi Rosso del Ticino DOC,90.00,EUR,moevenpick,"Bestes Traubengut aus einzigartigen Spitzenlagen und minutiöser Mikrovinifikation zeichnen die Klassiker der Alten, die Ultra-Premiumweine der Neuen Welt und die neu entstandene Kategorie der gesuchten Garagenweine aus.",Rotweine,,http://www.moevenpick-wein.de/images/3552_k.jpg,http://www.moevenpick-wein.de/images/3552.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0355208075B6000]],,,moevenpick,,
ba0379e17c05edfe7ee2f7ef06fe6917,0356109075C6100,Pommard AOC Vieilles Vignes,32.00,EUR,moevenpick,"Rubinrot von schöner Intensität. Gehaltvolle, fein abgestimmte Nase nach kleinen, roten Beeren, auch eine Spur Schwarztee und gutgebackenes Ruchbrot, dezent blumige Noten im Hintergrund. Weicher Auftakt, abgelöst von einer wunderbar reifen Gaumenaromatik, die beerigen Noten bestätigen sich, auch Heidelbeeren nun sehr elegante und druckvolle Mitte, bestens strukturiert unterstützt von samtigen Tanninen gehts ins lange anhaltende, Potenzial aufzeigende Finale.",Rotweine,,http://www.moevenpick-wein.de/images/3561_k.jpg,http://www.moevenpick-wein.de/images/3561.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0356109075C6100]],,,moevenpick,,
9e69447604544b0cd5c21dba0b6b881e,0357209075C6100,Pinot Noir Marion's Vineyard Wairarapa,26.50,EUR,moevenpick,"Mittelkräftiges Rubinrot, verführerischer Duft  nach Zitrusfrüchten, Orangenschalen mit reifen Waldhimbeeren sowie Sauerkirschen. Dazu äusserst dezent florale Noten mit einer Spur Waldpilzaromen. Jetzt bereits äusserst trinkattraktiv, zeigt er sich von mittlerem bis kräftigem Körper und wieder schmeckt man reife Sauerkirschen, die wundervoll von der belebenden, frischen Säure gestützt werden. Dazu auch schmeckbar mineralisch-elegant und im Abgang dann betont würzig mit erdigen Untertönen und einer festen, aber sehr zugänglichen Struktur der feinen Tannine.",Rotweine,,http://www.moevenpick-wein.de/images/3572_k.jpg,http://www.moevenpick-wein.de/images/3572.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0357209075C6100]],,,moevenpick,,
4b0718484b73f8fcd5a99e96955da5ec,0357309075C6100,Pinot Noir Block B Wairarapa,33.00,EUR,moevenpick,"Erstaunliche Nase durch zunächst reiche, deutliche Aromen reifer und saftiger Brombeeren, Pflaumen und Heidelbeeren. Dann folgen florale Komponenten, Kaffee-Röstaromen und süßliche Bourbon-Vanille aus perfekt integriertem Eichenholz. Am Gaumen dann eine wahre Explosion der Aromen in Form dunkler, reifer Sauerkirschen, Pflaumen und verschiedenen schwarzen Beerenfrüchten mit Andeutungen an wildes Basilikum, Trüffel und Mokka mit etwas dunkler Schokolade. Perfektes Tannin- und Gerbstoffgerüst, das dem Wein zu unglaublicher Tiefe, Struktur und Länge verhilft. Bleibt durch seine einmalige Balance aus Mineralität, Fruchtsüße, Konzentration und Eleganz zugleich minutenlang am Gaumen.",Rotweine,,http://www.moevenpick-wein.de/images/3573_new_k.jpg,http://www.moevenpick-wein.de/images/3573_new.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0357309075C6100]],,,moevenpick,,
a903d7d1eb6d62d777e66aefe80e2d9a,0358309075C6200,Monferrato DOC Anniversario,18.50,EUR,moevenpick,"Rubinrot, von mittlerer Intensität. Enorm offenes, beeriges Bouquet, an rote Johannisbeeren und Himbeeren erinnernd, etwas Zimtwürze und pfeffrige Noten gesellen sich dazu. Animierendes Gaumenaroma nach sich bestätigenden roten Beeren, ergänzt durch feine Melassenoten, samtene und saftige Tannine eine gute Piemont-Frische führt in den lange anhaltenden, grosszügigen Abgang.",Rotweine,,http://www.moevenpick-wein.de/images/3583_new_k.jpg,http://www.moevenpick-wein.de/images/3583_new.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0358309075C6200]],,,moevenpick,,
0e76fc2bed335bdda170732c16088d14,0360009075C6100,Bourgogne AOC Chardonnay Mes Vieilles Vignes,15.50,EUR,moevenpick,"Mittelgelb, grünliche Reflexe. Fein parfümierte Nase nach Honigmelone, Grüntee und einer Spur Zitronenzeste, schliesslich zeigen sich auch feine Brioche-Noten. Füllig und sehr elegant das Gaumenbild, gelbe Pfirsich und Golden Delicious, die dezenten Röstaromen sind nicht vordringlich, ergänzen aber die Aromatik aufs Schönste frisch im Abgang.",Weissweine,,http://www.moevenpick-wein.de/images/3600_k.jpg,http://www.moevenpick-wein.de/images/3600.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0360009075C6100]],,,moevenpick,,
88f882dd826bf8427ead9efb6982cbf6,0360109075C6100,Bourgogne AOC Rouge Les Vieilles Vignes,15.50,EUR,moevenpick,"Kräftige Rotweine sind anspruchsvolle, meist selektionierte Lagenweine mit einigen Monaten Fassausbau. Diese Premium-Weine sind perfekte Essbegleiter und bieten auch als Geschenk einen sicheren Wert.",Rotweine,,http://www.moevenpick-wein.de/images/3601_k.jpg,http://www.moevenpick-wein.de/images/3601.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0360109075C6100]],,,moevenpick,,
b0ef4511468d9c7e90e6f76ab89741c4,0360207075C6100,Aglianico del Molise DOC Riserva Di Majo Norante,11.00,EUR,moevenpick,"Tief rubinrote, fast purpurne Farbe. Vielschichtiges Bouquet nach Brombeeren und Pflaumen, untermalt von dezenten Röstaromen und etwas Schokolade. Im Gaumen kräftig-würzig mit Aromen von Waldbeeren, feiner Säure und seidigen Tanninen, intensiver Abgang.",Rotweine,,http://www.moevenpick-wein.de/images/3602_k.jpg,http://www.moevenpick-wein.de/images/3602.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0360207075C6100]],,,moevenpick,,
acb54cf7fe6aea7b8a4ec5d7ce8a9766,03610--075C7100,Sparkling Brut Columbia Valley,11.50,EUR,moevenpick,"Helles Gelb mit lachsrosa Schimmer. Pfirsich und süsse Trauben in der fruchtigen Nase, feine Weissbrotnoten dahinter. Elegante Mousse im wiederum fruchtbetonten Gaumen, gute Balance zwischen Cremigkeit und Frische, feine Fruchtsüsse schwingt mit, viel Pfirsich bis ins sanft ausklingende Finale. Kann es problemlos mit einigen renommierten Champagnern aufnehmen.",Schaumweine,,http://www.moevenpick-wein.de/images/3610_k.jpg,http://www.moevenpick-wein.de/images/3610.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[03610--075C7100]],,,moevenpick,,
2ab9d605cea2e66c4cc703f3b7517c96,0362209037C7100,Chablis AOC Domaine Vrignaud,8.00,EUR,moevenpick,"Hellgelbe Farbe, goldene Akzente. Grapefruit und Zitronen in der wunderbar frischen Nase, auch eine blumige Note gesellt sich dazu. Chablis-typische Aromatik nach gelber Steinfrucht, zitrischen Noten und einer feinen Mineralik insgesamt ein sehr feiner, eleganter Stil eines Chablis, mit einer dezenten Frischenote gekonnt komponiertes, sehr harmonisches Finale.",Weissweine,,http://www.moevenpick-wein.de/images/3622_k.jpg,http://www.moevenpick-wein.de/images/3622.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0362209037C7100]],,,moevenpick,,
62400f9cc6720fedef1800cab9a19461,0362209075C6100,Chablis AOC Domaine Vrignaud,14.80,EUR,moevenpick,"Hellgelbe Farbe, goldene Akzente. Grapefruit und Zitronen in der wunderbar frischen Nase, auch eine blumige Note gesellt sich dazu. Chablis-typische Aromatik nach gelber Steinfrucht, zitrischen Noten und einer feinen Mineralik insgesamt ein sehr feiner, eleganter Stil eines Chablis, mit einer dezenten Frischenote gekonnt komponiertes, sehr harmonisches Finale.",Weissweine,,http://www.moevenpick-wein.de/images/3622_k.jpg,http://www.moevenpick-wein.de/images/3622.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0362209075C6100]],,,moevenpick,,
1d13df6f8ba564b774905efdf7429bf8,0362810075C6100,Riesling Fuder 13 Saar,12.80,EUR,moevenpick,"In der Nase einmaliger Duft des flüssigen Schiefers, reife Gelbfrucht, pink Grapefruit und Zitrusfrüchte unterlegt mit rauchig-stahliger Mineralität. Trinkt sich ungemein spannend, angenehm trocken mit super feiner Aromatik frischer Wiesenkräuter, reifer Pfirsiche und Mirabellen, die ein einmaliges Wechselspiel eingehen. Filigraner, tänzelnder, rassiger und von der Mineralität des einzigartigen Terroirs geprägter Riesling. Schöne Konzentration.",Weissweine,,http://www.moevenpick-wein.de/images/3628_k.jpg,http://www.moevenpick-wein.de/images/3628.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0362810075C6100]],,,moevenpick,,
b523a343ec8c60ac91e29e9d8044e822,0366805037B6000,Château d'Yquem 1er Cru Supérieur Classé,375.00,EUR,moevenpick,"Der leichteste Süsswein ist der Moscato d'Asti, gefolgt vom Deutschen Riesling, hin zum eigentlichen Süsswein aus aller Welt.",Süssweine,,http://www.moevenpick-wein.de/images/3668_37_k.jpg,http://www.moevenpick-wein.de/images/3668_37.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0366805037B6000]],,,moevenpick,,
54847f8994995ddb44d93b3a682c3d12,0366805075B3000,Château d'Yquem 1er Cru Supérieur Classé,730.00,EUR,moevenpick,"Der leichteste Süsswein ist der Moscato d'Asti, gefolgt vom Deutschen Riesling, hin zum eigentlichen Süsswein aus aller Welt.",Süssweine,,',',,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0366805075B3000]],,,moevenpick,,
93fdbe99eecad691cd9212f3d1f65cf9,0366898037B7100,Château d'Yquem 1er Cru Supérieur Classé,95.00,EUR,moevenpick,"Robert Parker: The 1998 Yquem (95 points) is a great success. Made in an elegant style, it is not a blockbuster such as 1990, 1989, and 1988. It is well-delineated, with wonderfully sweet aromas of creme brulee, pineapples, apricots, and white flowers. Medium to full-bodied, it is not as sweet as the biggest/richest Yquem vintages, but it is gorgeously pure, precise, and strikingly complex. Already approachable, it should evolve for 30-50 years ... without a doubt.",Süssweine,,http://www.moevenpick-wein.de/images/3668_37_k.jpg,http://www.moevenpick-wein.de/images/3668_37.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0366898037B7100]],,,moevenpick,,
2a731f4fc82e4c6bebca9a10598d5879,0366898075B7100,Château d'Yquem 1er Cru Supérieur Classé,190.00,EUR,moevenpick,"Robert Parker: The 1998 Yquem (95 points) is a great success. Made in an elegant style, it is not a blockbuster such as 1990, 1989, and 1988. It is well-delineated, with wonderfully sweet aromas of creme brulee, pineapples, apricots, and white flowers. Medium to full-bodied, it is not as sweet as the biggest/richest Yquem vintages, but it is gorgeously pure, precise, and strikingly complex. Already approachable, it should evolve for 30-50 years ... without a doubt.",Süssweine,,',',,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0366898075B7100]],,,moevenpick,,
b170fcc3b14388feeefbf8eef03ea754,0369505075B6100,Côte-Rôtie AOC La Mouline Etienne Guigal,349.00,EUR,moevenpick,"Bestes Traubengut aus einzigartigen Spitzenlagen und minutiöser Mikrovinifikation zeichnen die Klassiker der Alten, die Ultra-Premiumweine der Neuen Welt und die neu entstandene Kategorie der gesuchten Garagenweine aus.",Rotweine,,http://www.moevenpick-wein.de/images/3695_k.jpg,http://www.moevenpick-wein.de/images/3695.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0369505075B6100]],,,moevenpick,,
879207a8d311d165fbcf229fed47adc3,0369506075B7000,Côte-Rôtie AOC La Mouline Etienne Guigal,199.00,EUR,moevenpick,"Bestes Traubengut aus einzigartigen Spitzenlagen und minutiöser Mikrovinifikation zeichnen die Klassiker der Alten, die Ultra-Premiumweine der Neuen Welt und die neu entstandene Kategorie der gesuchten Garagenweine aus.",Rotweine,,http://www.moevenpick-wein.de/images/3695_k.jpg,http://www.moevenpick-wein.de/images/3695.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0369506075B7000]],,,moevenpick,,
cb8228144a82ad014fe75cd3e7c2fd3c,0370009075C6100,Château d'Antugnac Terres Amoureuses,13.50,EUR,moevenpick,"Goldgelbe Farbe. Grossartiges Chardonnay-Bouquet nach gelben Früchten, Williams-Birnen und Mirabellen, ergänzt durch schön eingebundene Röstaromen nach Brioche, auch buttrige Noten. Saftig und ausdrucksstark der Gaumen: zitrische Noten, auch eine Spur Exotik, im Einklang mit einer tollen Frische, auch Honignoten intensiv und ausdauernd bis zum aromatisch abgerundeten Finale.",Weissweine,,http://www.moevenpick-wein.de/images/3700_new_k.jpg,http://www.moevenpick-wein.de/images/3700_new.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0370009075C6100]],,,moevenpick,,
4dc6b3afd0b60924704bab28457e414c,03706--075C6100,Porto Tawny 10 Year Old Quinta do Noval,24.80,EUR,moevenpick,"Rotbraun (Tawny). Intensiver Duft nach kandierten Früchten, eingelegten Zwetschgen und getrockneten Aprikosen. Am Gaumen wunderschön fl iessend, warme und sehr weiche Textur. Langer Nachhall. Absolute Benchmark eines Tawnys!",Sherry und Port,,http://www.moevenpick-wein.de/images/3706_k.jpg,http://www.moevenpick-wein.de/images/3706.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[03706--075C6100]],,,moevenpick,,
70b8c0de067d12efd8078c22bf03cd8f,0371610075C6100,De Vite Vigneti delle Dolomiti IGT,11.90,EUR,moevenpick,"Mittleres Gelb, grünliche Reflexe. Verführerisch duftende Holunderblüten, Ananas und Litschi in der exotisch anmutenden Nase. Lebendig die Gaumenaromatik, ein anmierendes Frucht-Säurespiel mit Frucht- und Blütenaromen ergibt ein tolles Mundgefühl, frische Äpfel und zitrische Noten, nach und nach auch eine schöne Mineralität klar und saftig im Abgang. Empfehlenswert zu Fisch und Vorspeisen.",Weissweine,,http://www.moevenpick-wein.de/images/3716_k.jpg,http://www.moevenpick-wein.de/images/3716.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0371610075C6100]],,,moevenpick,,
1a216d9298333b8b9b51c8791c9bf9d8,0372508075B6100,Barthenau Pinot Noir Alto Adige DOC,52.00,EUR,moevenpick,"Helles Rubin, granatfarbene Reflexe. Elegantes und gleichermassen finessenreiches Bouquet nach Hagebuttenkonfitüre und kleinen Waldhimbeeren, ergänzt durch den Duft blühender Veilchen, auch Mokkanoten. Wiederum sehr elegant im Gaumen, nach und nach intensiver werdend, Erdbeeren und Preiselbeeren, die Röstaromen sind gekonnt in die Aromatik eingebunden saftige, sehr samtige Tannine führen ins äusserst aromatische, lange Finale. Zeigt viel Potenzial auf.",Rotweine,,http://www.moevenpick-wein.de/images/3725_new_k.jpg,http://www.moevenpick-wein.de/images/3725_new.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0372508075B6100]],,,moevenpick,,
687f2ca70fda185e21139d067550544f,0372508075C6100,Barthenau Pinot Noir Alto Adige DOC,52.00,EUR,moevenpick,"Helles Rubin, granatfarbene Reflexe. Elegantes und gleichermassen finessenreiches Bouquet nach Hagebuttenkonfitüre und kleinen Waldhimbeeren, ergänzt durch den Duft blühender Veilchen, auch Mokkanoten. Wiederum sehr elegant im Gaumen, nach und nach intensiver werdend, Erdbeeren und Preiselbeeren, die Röstaromen sind gekonnt in die Aromatik eingebunden saftige, sehr samtige Tannine führen ins äusserst aromatische, lange Finale. Zeigt viel Potenzial auf.",Rotweine,,http://www.moevenpick-wein.de/images/3725_new_k.jpg,http://www.moevenpick-wein.de/images/3725_new.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0372508075C6100]],,,moevenpick,,
f0a38151137773390a5323c43e3deb00,0372706075B7000,Château Cambon la Pelouse Cru Bourgeois,18.50,EUR,moevenpick,"Mittleres Granat-Rubin. Offenes, nach süssen, frischen roten Pflaumen duftendes Bouquet, Früchtetee, Grenadinetouch. Saftiger, sehr eleganter Gaumen, eine berauschende Süsse, Kokos und rotes Cassis, delikat fruchtiges Finale. Eine etwas leichtere Variante wie sonst, aber mit der vollen Cambon-la-Pelouse-Aromatik.",Rotweine,,http://www.moevenpick-wein.de/images/3727_k.jpg,http://www.moevenpick-wein.de/images/3727.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0372706075B7000]],,,moevenpick,,
ac87d3a61f0313fbeff94b256decb39c,0372707075B7100,Château Cambon la Pelouse Cru Bourgeois,15.50,EUR,moevenpick,"Dunkles Purpur mit rubinem Rand. Umwerfendes Bouquet, füllig, fast buttrig mit einer süsslichen, berauschenden Frucht, viel Amarenakirschen im Ansatz. Im Gaumen von burgundischer Fülle, cremige Textur, überweltigendes Finale. Wie immer ein sehr erotischer Wein zum eher frühen Genuss.",Rotweine,,http://www.moevenpick-wein.de/images/3727_k.jpg,http://www.moevenpick-wein.de/images/3727.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0372707075B7100]],,,moevenpick,,
3f42e07d85366d133c12fec3c570f5a7,0372905075C6100,Barolo DOCG Pio Cesare,46.50,EUR,moevenpick,"Kräftige Rotweine sind anspruchsvolle, meist selektionierte Lagenweine mit einigen Monaten Fassausbau. Diese Premium-Weine sind perfekte Essbegleiter und bieten auch als Geschenk einen sicheren Wert.",Rotweine,,',',,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0372905075C6100]],,,moevenpick,,
4d4f1a2ca3c0519227b36e30aaf08b4c,0373408075C6100,Ticinello Merlot del Ticino DOC,12.50,EUR,moevenpick,"Glänzendes Rubinrot mittlerer Intensität. Nobles Nasenbild nach Kirschen und Pflaumen, auch verblühten Rosenblättern die dezenten Röstaromen ergänzen die vielfältige Aromatik, ebenso eine Spur Wildleder. Viel Trinkspass im Gaumen: Himbeeren und Preiselbeerkonfitüre, schokoladige Noten, auch etwas Tabak saftige Tannine und eine exzellente Struktur zeichnen diesen 100%igen Merlot ausserdem aus.",Rotweine,,http://www.moevenpick-wein.de/images/3734_k.jpg,http://www.moevenpick-wein.de/images/3734.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0373408075C6100]],,,moevenpick,,
d5db9e5e64cefe412a0ae6e2f0693935,0374309075C6100,Chambertin Clos de Bèze Grand Cru AOC,165.00,EUR,moevenpick,"Bestes Traubengut aus einzigartigen Spitzenlagen und minutiöser Mikrovinifikation zeichnen die Klassiker der Alten, die Ultra-Premiumweine der Neuen Welt und die neu entstandene Kategorie der gesuchten Garagenweine aus.",Rotweine,,',',,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0374309075C6100]],,,moevenpick,,
989332458ce6408e4f7227ab60923330,0375207075B6100,Quinta do Noval Douro DOC,49.80,EUR,moevenpick,"Purpur mit violettem Rand. Intensiver Duft nach Crème de Cassis, reifen Brombeeren und Holundergelée. Seidige Textur mit reifen Tanninen – perfekte Harmonie. Im Gaumen verführerische Rumweichsel und Amarena. Ein (fast unheimliches) Konzentrat, was Seinesgleichen sucht. Im Abgang minutenlanger blaubeeriger Nachhall.",Rotweine,,http://www.moevenpick-wein.de/images/3752_new_k.jpg,http://www.moevenpick-wein.de/images/3752_new.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0375207075B6100]],,,moevenpick,,
e656645b205f5462872cca4c9e08bc0d,0375207075C6100,Quinta do Noval Douro DOC,49.80,EUR,moevenpick,"Purpur mit violettem Rand. Intensiver Duft nach Crème de Cassis, reifen Brombeeren und Holundergelée. Seidige Textur mit reifen Tanninen – perfekte Harmonie. Im Gaumen verführerische Rumweichsel und Amarena. Ein (fast unheimliches) Konzentrat, was Seinesgleichen sucht. Im Abgang minutenlanger blaubeeriger Nachhall.",Rotweine,,',',,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0375207075C6100]],,,moevenpick,,
1f096155fe312721e15d86d04373a9e3,0375908150C1100,Jois-Blaufränkisch Erich Scheiblhofer,54.00,EUR,moevenpick,"Purpur mit Granatrefl exen. Betörendes schwarzbeeriges Bouquet: Backpfl aumen, Schattenmorelle, reife Brombeeren und Holunderessenz. Nougatpralinen, dunkles Edelholz und Milchkaffee im vielschichtigen Gaumen. Perfekt ausbalanciert. Seidige Textur mit reifen, noch gut stützenden Tanninen. Im langen, leicht stoffi gen Finale Heidelbeerenkompott, Kirschtabak und Gewürznelken. Eine absolute Blaufränkisch-Benchmark, und das zu einem fantastischen Preis!",Rotweine,,http://www.moevenpick-wein.de/images/3759_k.jpg,http://www.moevenpick-wein.de/images/3759.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0375908150C1100]],,,moevenpick,,
a746adde8fe94c77cc55c766fb1a1bd6,0375908300C1100,Jois-Blaufränkisch Erich Scheiblhofer,122.00,EUR,moevenpick,"Purpur mit Granatrefl exen. Betörendes schwarzbeeriges Bouquet: Backpfl aumen, Schattenmorelle, reife Brombeeren und Holunderessenz. Nougatpralinen, dunkles Edelholz und Milchkaffee im vielschichtigen Gaumen. Perfekt ausbalanciert. Seidige Textur mit reifen, noch gut stützenden Tanninen. Im langen, leicht stoffi gen Finale Heidelbeerenkompott, Kirschtabak und Gewürznelken. Eine absolute Blaufränkisch-Benchmark, und das zu einem fantastischen Preis!",Rotweine,,http://www.moevenpick-wein.de/images/3759_k.jpg,http://www.moevenpick-wein.de/images/3759.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0375908300C1100]],,,moevenpick,,
9a13336cbc4b6fbd1fde83f1622d059d,0375909075C6100,Jois-Blaufränkisch Erich Scheiblhofer,26.00,EUR,moevenpick,"Undurchsichtiges Purpur. Betörendes Bouquet nach reifen Brombeeren, Weichsel,  Schokopastillen, Rosenholz, Zwetschgen und Zimt, schwarzer Pfeffer, am Gaumen stützendes, reifes Tannin, Edelholz und Lakritze, im langen Abgang mit edler Moccaanote. Wer den Wein jetzt schon geniessen will unbedingt 3 Stunden vorher Dekantieren.",Rotweine,,http://www.moevenpick-wein.de/images/3759_k.jpg,http://www.moevenpick-wein.de/images/3759.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0375909075C6100]],,,moevenpick,,
bb0c533e090a116e03d67cd6da8067b2,0376010075C6000,Riesling Schweigener Weingut Friedrich Becker,10.50,EUR,moevenpick,"Frische, fruchtbetonte Weine, mit leichtem Körper und verspieltem Gaumenfluss werden meist nicht oder nur während kurzer Zeit im Barrique ausgebaut. Es sind somit die idealen Apero- und Sommerweine.",Weissweine,,',',,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0376010075C6000]],,,moevenpick,,
3f31e9dab9df7084bf178f2dc0c317a9,0376208075C6100,Foras Cannonau di Sardegna DOC,12.00,EUR,moevenpick,"Dunkles Rubin. Von schwarzer Schokolade, Edelhölzern und Lakritze geprägtes Nasenbild. Weicher Auftakt, abgelöst von einer köstlichen Aromatik nach Brombeeren und Heidelbeeren, dezente Kräuternoten, in schöner Balance mit einer gut stützenden Säure, sehr kraftvoll, exzellente Tannine, lang.",Rotweine,,http://www.moevenpick-wein.de/images/3762_k.jpg,http://www.moevenpick-wein.de/images/3762.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0376208075C6100]],,,moevenpick,,
8f8782892e8207610919332c7f274300,0376501075C6100,Don Sebastian Gran Reserva Rioja DOCa,24.00,EUR,moevenpick,"Tiefgründiges Granat. Delikate Nase nach Schokolade und Minze, süssem Zwetschgenkompott und Datteln. Sanfte Tanninstruktur im samtigen Gaumen. Giandujaartiges Extrakt und gute Balance in der Mitte. Lebkuchen, Früchtebrot und Dörrfrüchte in allen Facetten. Langes, elegant nachklingendes Finale.",Rotweine,,http://www.moevenpick-wein.de/images/3765_k.jpg,http://www.moevenpick-wein.de/images/3765.jpg,,http://ad.zanox.com/ppc/?20177721C279958303&ULP=[[0376501075C6100]],,,moevenpick,,
